cod_ibge,nome_municipio,drs,rgi_codigo,rgi_nome,lat,lon
3551801,Sete Barras,XII - Registro,3502,Sorocaba,-24.27396074512409,-47.93414675505517
3551900,Severínia,V - Barretos,3508,Ribeirão Preto,-20.793169655354212,-48.79357067807632
3552007,Silveiras,XVII - Taubaté,3511,São José dos Campos,-22.7346840086612,-44.84092496578012
3552106,Socorro,VII - Campinas,3510,Campinas,-22.61118936896671,-46.524398268498715
3552205,Sorocaba,XVI - Sorocaba,3502,Sorocaba,-23.46458802088807,-47.44667591201866
3552304,Sud Mennucci,II - Araçatuba,3506,Araçatuba,-20.667596281062515,-50.900865571893625
3552403,Sumaré,VII - Campinas,3510,Campinas,-22.841846550681215,-47.262994134339706
3552502,Suzano,I - Grande São Paulo,3501,São Paulo,-23.608384140492028,-46.3104635490416
3552551,Suzanápolis,II - Araçatuba,3507,São José do Rio Preto,-20.472838581667357,-51.075610987483124
3552601,Tabapuã,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.931809245144102,-49.028993533002584
3552700,Tabatinga,III - Araraquara,3509,Araraquara,-21.71247590889922,-48.629111328113574
3552809,Taboão Da Serra,I - Grande São Paulo,3501,São Paulo,-23.620508183118673,-46.78621326865483
3552908,Taciba,XI - Presidente Prudente,3505,Presidente Prudente,-22.504896615984325,-51.342305522846246
3553005,Taguaí,VI - Bauru,3502,Sorocaba,-23.474456653664024,-49.39743122398894
3553104,Taiaçu,V - Barretos,3508,Ribeirão Preto,-21.13220991318267,-48.530243275911225
3553203,Taiúva,V - Barretos,3508,Ribeirão Preto,-21.13263711444663,-48.428230457375655
3553302,Tambaú,XIV - São João da Boa Vista,3510,Campinas,-21.6017828826204,-47.23904947766516
3553401,Tanabi,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.53121368525151,-49.64651474420027
3553500,Tapiraí,XVI - Sorocaba,3502,Sorocaba,-24.008705353541533,-47.61946344562445
3553609,Tapiratiba,XIV - São João da Boa Vista,3510,Campinas,-21.4507181983483,-46.74181354163057
3553658,Taquaral,V - Barretos,3508,Ribeirão Preto,-21.069265330953687,-48.39935532407967
3553708,Taquaritinga,III - Araraquara,3509,Araraquara,-21.425557824229614,-48.5379029176691
3553807,Taquarituba,VI - Bauru,3502,Sorocaba,-23.53019127985025,-49.234619082795
3553856,Taquarivaí,XVI - Sorocaba,3502,Sorocaba,-23.943352783802354,-48.68794173469599
3553906,Tarabai,XI - Presidente Prudente,3505,Presidente Prudente,-22.358020705004673,-51.625831752890015
3553955,Tarumã,IX - Marília,3504,Marília,-22.76351219552372,-50.601450766457106
3554003,Tatuí,XVI - Sorocaba,3502,Sorocaba,-23.362094035914215,-47.86961175069077
3554102,Taubaté,XVII - Taubaté,3511,São José dos Campos,-23.08714400782308,-45.502445736433
3554201,Tejupá,VI - Bauru,3504,Marília,-23.342518937456614,-49.30662076165975
3554300,Teodoro Sampaio,XI - Presidente Prudente,3505,Presidente Prudente,-22.41666119183243,-52.37406797002738
3554409,Terra Roxa,V - Barretos,3508,Ribeirão Preto,-20.778746008022413,-48.34572417364209
3554508,Tietê,XVI - Sorocaba,3502,Sorocaba,-23.049494733777127,-47.70762940832872
3554607,Timburi,IX - Marília,3504,Marília,-23.19583460753808,-49.61036612869883
3554656,Torre De Pedra,VI - Bauru,3502,Sorocaba,-23.25010526782333,-48.21269483146275
3554706,Torrinha,VI - Bauru,3503,Bauru,-22.444627061781276,-48.16445065376569
3554755,Trabiju,III - Araraquara,3509,Araraquara,-22.032319751477445,-48.345260508412835
3554805,Tremembé,XVII - Taubaté,3511,São José dos Campos,-22.940879183928402,-45.60420449492162
3554904,Três Fronteiras,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.273666500846492,-50.869600298764155
3554953,Tuiuti,VII - Campinas,3510,Campinas,-22.83032920042258,-46.68762844862078
3555000,Tupã,IX - Marília,3504,Marília,-21.94728848048343,-50.534656247586554
3555109,Tupi Paulista,XI - Presidente Prudente,3505,Presidente Prudente,-21.390422443454085,-51.587220652542726
3555208,Turiúba,II - Araçatuba,3506,Araçatuba,-20.940516182128253,-50.111179888061756
3555307,Turmalina,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.083572812688512,-50.45672862221372
3555356,Ubarana,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.21977351773522,-49.74821323864355
3555406,Ubatuba,XVII - Taubaté,3511,São José dos Campos,-23.381256422064325,-45.02423633891485
3555505,Ubirajara,IX - Marília,3503,Bauru,-22.544261809395394,-49.66594624808054
3555604,Uchoa,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.93695598840483,-49.15777066409398
3555703,União Paulista,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.890545222019174,-49.88727708625874
3555802,Urânia,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.20878990317419,-50.652441946636316
3555901,Uru,VI - Bauru,3503,Bauru,-21.765932358582585,-49.29631068163941
3556008,Urupês,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.20521955445992,-49.26517489384142
3556107,Valentim Gentil,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.42059913205701,-50.10177172402149
3556206,Valinhos,VII - Campinas,3510,Campinas,-22.97508219000883,-46.98136146110444
3556305,Valparaíso,II - Araçatuba,3506,Araçatuba,-21.20317157853829,-50.92388706855589
3556354,Vargem,VII - Campinas,3510,Campinas,-22.890146119824422,-46.414591130060366
3556404,Vargem Grande Do Sul,XIV - São João da Boa Vista,3510,Campinas,-21.86070275355626,-46.89898535424004
3556453,Vargem Grande Paulista,I - Grande São Paulo,3501,São Paulo,-23.62091818952639,-47.01472528195437
3556503,Várzea Paulista,VII - Campinas,3510,Campinas,-23.219251991784706,-46.824985839332435
3556602,Vera Cruz,IX - Marília,3504,Marília,-22.234061806614243,-49.826218055214554
3556701,Vinhedo,VII - Campinas,3510,Campinas,-23.04673352392752,-46.979222097164126
3556800,Viradouro,V - Barretos,3508,Ribeirão Preto,-20.88435739493499,-48.30993528820183
3556909,Vista Alegre Do Alto,V - Barretos,3507,São José do Rio Preto,-21.17671292418329,-48.64952090423355
3556958,Vitória Brasil,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.198312487954,-50.4854480955234
3557006,Votorantim,XVI - Sorocaba,3502,Sorocaba,-23.579968719555445,-47.406693520151556
3557105,Votuporanga,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.457766851849243,-49.98910474354101
3557154,Zacarias,XV - São José do Rio Preto,3506,Araçatuba,-21.12543955485951,-50.04938088201717
3557204,Chavantes,IX - Marília,3504,Marília,-23.046310026270426,-49.726563270921204
3557303,Estiva Gerbi,XIV - São João da Boa Vista,3510,Campinas,-22.236009351546933,-46.94315140802965
