cod_ibge,nome_municipio,drs,rgi_codigo,rgi_nome,lat,lon
3526803,Lençóis Paulista,VI - Bauru,3503,Bauru,-22.676104405412822,-48.82499766483974
3526902,Limeira,X - Piracicaba,3510,Campinas,-22.598448682235656,-47.36362749393205
3527009,Lindóia,VII - Campinas,3510,Campinas,-22.513428276676034,-46.65486100941073
3527108,Lins,VI - Bauru,3503,Bauru,-21.64979101207411,-49.68287537051426
3527207,Lorena,XVII - Taubaté,3511,São José dos Campos,-22.793943995054214,-45.06005214433439
3527256,Lourdes,II - Araçatuba,3506,Araçatuba,-20.949174165162482,-50.23405736152987
3527306,Louveira,VII - Campinas,3510,Campinas,-23.084238425600123,-46.93716196779324
3527405,Lucélia,IX - Marília,3505,Presidente Prudente,-21.644205481920938,-50.99166343079365
3527504,Lucianópolis,VI - Bauru,3503,Bauru,-22.473372652485217,-49.55029354782543
3527603,Luís Antônio,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.55271727501901,-47.78184720013109
3527702,Luiziânia,II - Araçatuba,3506,Araçatuba,-21.67262704989049,-50.35086730595433
3527801,Lupércio,IX - Marília,3504,Marília,-22.427139260466447,-49.81696902619796
3527900,Lutécia,IX - Marília,3504,Marília,-22.32532561072256,-50.38548840983906
3528007,Macatuba,VI - Bauru,3503,Bauru,-22.487176266463248,-48.71936474882837
3528106,Macaubal,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.837884506505052,-49.97497583060144
3528205,Macedônia,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.098127048252035,-50.18153819149874
3528304,Magda,XV - São José do Rio Preto,3506,Araçatuba,-20.59654278510588,-50.23008799039931
3528403,Mairinque,XVI - Sorocaba,3502,Sorocaba,-23.507959075901205,-47.22931284295078
3528502,Mairiporã,I - Grande São Paulo,3501,São Paulo,-23.317267190242262,-46.56125636904137
3528601,Manduri,VI - Bauru,3502,Sorocaba,-23.047067186867668,-49.30360776421014
3528700,Marabá Paulista,XI - Presidente Prudente,3505,Presidente Prudente,-22.12772299590738,-52.05658384804786
3528809,Maracaí,IX - Marília,3504,Marília,-22.652230948525236,-50.745320850866555
3528858,Marapoama,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.25551981624689,-49.13778402224457
3528908,Mariápolis,IX - Marília,3505,Presidente Prudente,-21.779162345017166,-51.17180255252485
3529005,Marília,IX - Marília,3504,Marília,-22.177763039097734,-49.983076125762906
3529104,Marinópolis,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.479889054342536,-50.83232186831447
3529203,Martinópolis,XI - Presidente Prudente,3505,Presidente Prudente,-22.1723821329357,-51.12341769718249
3529302,Matão,III - Araraquara,3509,Araraquara,-21.61012361069833,-48.430188842402885
3529401,Mauá,I - Grande São Paulo,3501,São Paulo,-23.66605951601491,-46.44626476988412
3529500,Mendonça,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.194060877790783,-49.570288477883025
3529609,Meridiano,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.398214925814543,-50.18661049359923
3529658,Mesópolis,XV - São José do Rio Preto,3507,São José do Rio Preto,-19.957484214152533,-50.61543983059773
3529708,Miguelópolis,VIII - Franca,3508,Ribeirão Preto,-20.18469575795172,-48.10541737538989
3529807,Mineiros Do Tietê,VI - Bauru,3503,Bauru,-22.46330506299724,-48.43323711143865
3529906,Miracatu,XII - Registro,3502,Sorocaba,-24.195049622276873,-47.39466621677679
3530003,Mira Estrela,XV - São José do Rio Preto,3507,São José do Rio Preto,-19.95182036296422,-50.1242880907286
3530102,Mirandópolis,II - Araçatuba,3506,Araçatuba,-21.081122363794936,-51.13058499856235
3530201,Mirante Do Paranapanema,XI - Presidente Prudente,3505,Presidente Prudente,-22.349238835280016,-51.9979661591891
3530300,Mirassol,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.8275257432217,-49.50424959426913
3530409,Mirassolândia,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.594934627065765,-49.48696430838212
3530508,Mococa,XIV - São João da Boa Vista,3510,Campinas,-21.44954751589151,-47.03286946882002
3530607,Mogi Das Cruzes,I - Grande São Paulo,3501,São Paulo,-23.56957916142819,-46.186070937847404
3530706,Mogi Guaçu,XIV - São João da Boa Vista,3510,Campinas,-22.232073787409497,-47.028987374344226
3530805,Mogi Mirim,XIV - São João da Boa Vista,3510,Campinas,-22.451288703429572,-46.98840823930738
3530904,Mombuca,X - Piracicaba,3510,Campinas,-22.942707218991362,-47.60207560365985
3531001,Monções,XV - São José do Rio Preto,3506,Araçatuba,-20.863089396436713,-50.079421143536116
3531100,Mongaguá,IV - Baixada Santista,3501,São Paulo,-24.070185243148227,-46.66783148966019
3531209,Monte Alegre Do Sul,VII - Campinas,3510,Campinas,-22.704296014638977,-46.66766795574122
3531308,Monte Alto,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.25930684439363,-48.533036196932294
3531407,Monte Aprazível,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.737617048737583,-49.765848531887414
3531506,Monte Azul Paulista,V - Barretos,3508,Ribeirão Preto,-20.908867695827226,-48.6812831409166
3531605,Monte Castelo,XI - Presidente Prudente,3505,Presidente Prudente,-21.254899552056433,-51.57136211478864
3531704,Monteiro Lobato,XVII - Taubaté,3511,São José dos Campos,-22.936499045780195,-45.80427132446335
3531803,Monte Mor,VII - Campinas,3510,Campinas,-22.953224956104826,-47.307404597336514
3531902,Morro Agudo,VIII - Franca,3508,Ribeirão Preto,-20.688770314782225,-48.153308153070945
3532009,Morungaba,VII - Campinas,3510,Campinas,-22.893863556904947,-46.78265493513755
3532058,Motuca,III - Araraquara,3509,Araraquara,-21.513757462170314,-48.17034716911265
3532108,Murutinga Do Sul,II - Araçatuba,3506,Araçatuba,-20.996757926930773,-51.30139330140222
3532157,Nantes,XI - Presidente Prudente,3505,Presidente Prudente,-22.596875811839798,-51.200905866082906
3532207,Narandiba,XI - Presidente Prudente,3505,Presidente Prudente,-22.563715401915317,-51.52168392317418
3532306,Natividade Da Serra,XVII - Taubaté,3511,São José dos Campos,-23.415139405641206,-45.381519637292996
3532405,Nazaré Paulista,VII - Campinas,3510,Campinas,-23.19143350294109,-46.36646709415912
3532504,Neves Paulista,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.87051194992564,-49.646521674990005
3532603,Nhandeara,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.672984428452505,-50.04685477943742
3532702,Nipoã,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.891706668346718,-49.77828160818445
3532801,Nova Aliança,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.062608167617682,-49.51591113951325
3532827,Nova Campina,XVI - Sorocaba,3502,Sorocaba,-24.190572877857885,-48.972951434063255
3532843,Nova Canaã Paulista,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.372018899899174,-50.91054240913295
3532868,Nova Castilho,II - Araçatuba,3506,Araçatuba,-20.77787476844624,-50.345760888068654
3532900,Nova Europa,III - Araraquara,3509,Araraquara,-21.77430339823498,-48.549656197463
3533007,Nova Granada,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.476020971575316,-49.331134976823776
3533106,Nova Guataporanga,XI - Presidente Prudente,3505,Presidente Prudente,-21.322344338703665,-51.64550342577365
3533205,Nova Independência,II - Araçatuba,3506,Araçatuba,-21.135361264510628,-51.50513330031615
3533254,Novais,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.988643064961394,-48.91801503248956
3533304,Nova Luzitânia,II - Araçatuba,3506,Araçatuba,-20.868669553658798,-50.249235780248966
3533403,Nova Odessa,VII - Campinas,3510,Campinas,-22.78412384989907,-47.285127501677394
3533502,Novo Horizonte,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.46920462368689,-49.28380080269697
3533601,Nuporanga,VIII - Franca,3508,Ribeirão Preto,-20.704707185255955,-47.72907707034355
3533700,Ocauçu,IX - Marília,3504,Marília,-22.438112459050732,-49.93793453685261
3533809,Óleo,IX - Marília,3502,Sorocaba,-22.95368485264947,-49.38306956432292
3533908,Olímpia,V - Barretos,3508,Ribeirão Preto,-20.70529464149633,-48.9595813976279
3534005,Onda Verde,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.617395628333227,-49.24369393833902
3534104,Oriente,IX - Marília,3504,Marília,-22.142033750778005,-50.093802137088666
3534203,Orindiúva,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.201620528009382,-49.355479373166034
3534302,Orlândia,VIII - Franca,3508,Ribeirão Preto,-20.697846561630875,-47.90584446894355
3534401,Osasco,I - Grande São Paulo,3501,São Paulo,-23.52865227791803,-46.7892190140899
3534500,Oscar Bressane,IX - Marília,3504,Marília,-22.295335973845663,-50.25728926318905
3534609,Osvaldo Cruz,IX - Marília,3505,Presidente Prudente,-21.732727576049655,-50.873912131163316
3534708,Ourinhos,IX - Marília,3504,Marília,-22.95268816032345,-49.85244650169712
3534757,Ouroeste,XV - São José do Rio Preto,3507,São José do Rio Preto,-19.922410799286887,-50.401964068571
3534807,Ouro Verde,XI - Presidente Prudente,3505,Presidente Prudente,-21.5103958009719,-51.73791787440461
3534906,Pacaembu,IX - Marília,3505,Presidente Prudente,-21.495490428838767,-51.274165277595614
3535002,Palestina,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.32117180532779,-49.49758782224104
3535101,Palmares Paulista,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.10454587135242,-48.82674762303973
3535200,Palmeira D'oeste,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.43885707774316,-50.748742821824486
3535309,Palmital,IX - Marília,3504,Marília,-22.828738786655734,-50.22083359939934
3535408,Panorama,XI - Presidente Prudente,3505,Presidente Prudente,-21.463275444293618,-51.85806086993514
3535507,Paraguaçu Paulista,IX - Marília,3504,Marília,-22.459039897477815,-50.62659240038253
3535606,Paraibuna,XVII - Taubaté,3511,São José dos Campos,-23.47835089985608,-45.641865199506476
3535705,Paraíso,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.019656837968583,-48.76458522943821
3535804,Paranapanema,VI - Bauru,3502,Sorocaba,-23.43853532869426,-48.79521034754044
3535903,Paranapuã,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.06368728620394,-50.59395158074767
3536000,Parapuã,IX - Marília,3504,Marília,-21.853003685942774,-50.821750308251154
3536109,Pardinho,VI - Bauru,3503,Bauru,-23.10212980690128,-48.401816709211175
3536208,Pariquera-Açu,XII - Registro,3502,Sorocaba,-24.678292265680277,-47.85007264897907
3536257,Parisi,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.271614802443754,-50.03734526155627
3536307,Patrocínio Paulista,VIII - Franca,3508,Ribeirão Preto,-20.70427143677867,-47.289440302048995
3536406,Paulicéia,XI - Presidente Prudente,3505,Presidente Prudente,-21.198395332929863,-51.790751400569775
3536505,Paulínia,VII - Campinas,3510,Campinas,-22.74841909182135,-47.14509657843656
3536570,Paulistânia,VI - Bauru,3503,Bauru,-22.568381857875853,-49.305527037121735
3536604,Paulo De Faria,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.066626296178722,-49.463378703471875
3536703,Pederneiras,VI - Bauru,3503,Bauru,-22.30132035879378,-48.86108961495306
3536802,Pedra Bela,VII - Campinas,3510,Campinas,-22.775788827960834,-46.44177119118878
3536901,Pedranópolis,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.210155120493052,-50.10696017080861
3537008,Pedregulho,VIII - Franca,3508,Ribeirão Preto,-20.20554254901891,-47.43908341028585
3537107,Pedreira,VII - Campinas,3510,Campinas,-22.754696677770575,-46.88849086802263
3537156,Pedrinhas Paulista,IX - Marília,3504,Marília,-22.816852487233028,-50.80247279386036
3537206,Pedro De Toledo,XII - Registro,3501,São Paulo,-24.163739663827474,-47.16352180256581
3537305,Penápolis,II - Araçatuba,3506,Araçatuba,-21.40539551559958,-50.095680061151626
3537404,Pereira Barreto,II - Araçatuba,3506,Araçatuba,-20.677759277391427,-51.10646172329748
3537503,Pereiras,VI - Bauru,3502,Sorocaba,-23.120463031839687,-47.97885690012059
3537602,Peruíbe,IV - Baixada Santista,3501,São Paulo,-24.279354612145696,-47.01294510899267
3537701,Piacatu,II - Araçatuba,3506,Araçatuba,-21.57140454857271,-50.64351952144269
3537800,Piedade,XVI - Sorocaba,3502,Sorocaba,-23.786947274532846,-47.4381169480439
3537909,Pilar Do Sul,XVI - Sorocaba,3502,Sorocaba,-23.85641707956896,-47.72809237574167
3538006,Pindamonhangaba,XVII - Taubaté,3511,São José dos Campos,-22.87998982162936,-45.45924849368436
3538105,Pindorama,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.209730813658673,-48.91158866161883
3538204,Pinhalzinho,VII - Campinas,3510,Campinas,-22.778887296140255,-46.57343034937161
3538303,Piquerobi,XI - Presidente Prudente,3505,Presidente Prudente,-21.85262449648562,-51.73156061692208
3538501,Piquete,XVII - Taubaté,3511,São José dos Campos,-22.590297250738185,-45.17388517662308
3538600,Piracaia,VII - Campinas,3510,Campinas,-23.046903288538054,-46.302339539414106
3538709,Piracicaba,X - Piracicaba,3510,Campinas,-22.72643000429105,-47.783986474331
3538808,Piraju,VI - Bauru,3504,Marília,-23.186892949957194,-49.366137898377815
3538907,Pirajuí,VI - Bauru,3503,Bauru,-21.95759949440056,-49.413599697541216
3539004,Pirangi,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.093920954202822,-48.66930803564165
3539103,Pirapora Do Bom Jesus,I - Grande São Paulo,3501,São Paulo,-23.378270951657885,-46.984886646831036
3539202,Pirapozinho,XI - Presidente Prudente,3505,Presidente Prudente,-22.47931976552157,-51.6198993902823
3539301,Pirassununga,X - Piracicaba,3509,Araraquara,-21.99595718572755,-47.38999453924137
3539400,Piratininga,VI - Bauru,3503,Bauru,-22.42493729968644,-49.1917742875682
3539509,Pitangueiras,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.0061676006236,-48.24944119573219
3539608,Planalto,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.001265042034092,-49.9359507158659
3539707,Platina,IX - Marília,3504,Marília,-22.625287228182422,-50.2127352014168
3539806,Poá,I - Grande São Paulo,3501,São Paulo,-23.530386859890527,-46.346722337859354
3539905,Poloni,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.752327773280363,-49.81993437799737
3540002,Pompéia,IX - Marília,3504,Marília,-22.02910524135376,-50.1877200613239
3540101,Pongaí,VI - Bauru,3503,Bauru,-21.730168043473803,-49.35891820668338
3540200,Pontal,XIII - Ribeirão Preto,3508,Ribeirão Preto,-20.98456510844546,-48.064467868189475
3540259,Pontalinda,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.4506850830247,-50.52504511006549
3540309,Pontes Gestal,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.1748417347038,-49.75731595537068
3540408,Populina,XV - São José do Rio Preto,3507,São José do Rio Preto,-19.9073382080485,-50.51734528407508
3540507,Porangaba,VI - Bauru,3502,Sorocaba,-23.173867547065782,-48.11738665167598
3540606,Porto Feliz,XVI - Sorocaba,3502,Sorocaba,-23.230331243853527,-47.516903283310555
3540705,Porto Ferreira,III - Araraquara,3509,Araraquara,-21.842639634267353,-47.44731475086645
3540754,Potim,XVII - Taubaté,3511,São José dos Campos,-22.825165304889588,-45.303322797152404
3540804,Potirendaba,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.0754936474372,-49.391710154805956
3540853,Pracinha,IX - Marília,3505,Presidente Prudente,-21.837648167304327,-51.07530579498268
3540903,Pradópolis,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.344430679747912,-48.086022195381105
3541000,Praia Grande,IV - Baixada Santista,3501,São Paulo,-24.0155415628963,-46.52244951021128
3541059,Pratânia,VI - Bauru,3503,Bauru,-22.818554493629836,-48.69683074481594
3541109,Presidente Alves,VI - Bauru,3503,Bauru,-22.122184068522465,-49.431861949677355
3541208,Presidente Bernardes,XI - Presidente Prudente,3505,Presidente Prudente,-22.10732703563528,-51.62029136683964
3541307,Presidente Epitácio,XI - Presidente Prudente,3505,Presidente Prudente,-21.910579529966572,-52.174822416238285
3541406,Presidente Prudente,XI - Presidente Prudente,3505,Presidente Prudente,-21.993193585836895,-51.343128355659026
3541505,Presidente Venceslau,XI - Presidente Prudente,3505,Presidente Prudente,-21.793035695158267,-51.8383552327889
3541604,Promissão,VI - Bauru,3503,Bauru,-21.524613110170655,-49.87047777601909
3541653,Quadra,XVI - Sorocaba,3502,Sorocaba,-23.301007180993032,-48.038579522272514
3541703,Quatá,XI - Presidente Prudente,3505,Presidente Prudente,-22.205887221812162,-50.64528593422648
3541802,Queiroz,IX - Marília,3504,Marília,-21.800579649362746,-50.2452425251645
3541901,Queluz,XVII - Taubaté,3511,São José dos Campos,-22.504306247422665,-44.78529595149792
3542008,Quintana,IX - Marília,3504,Marília,-22.100181262468666,-50.36925065534861
3542107,Rafard,X - Piracicaba,3510,Campinas,-23.045162804517304,-47.583681759651625
3542206,Rancharia,XI - Presidente Prudente,3505,Presidente Prudente,-22.282760765629483,-50.92828213203551
3542305,Redenção Da Serra,XVII - Taubaté,3511,São José dos Campos,-23.25371162845724,-45.5261867677044
3542404,Regente Feijó,XI - Presidente Prudente,3505,Presidente Prudente,-22.252558736014524,-51.29406126055923
3542503,Reginópolis,VI - Bauru,3503,Bauru,-21.883278839755395,-49.18049522788205
3542602,Registro,XII - Registro,3502,Sorocaba,-24.504024658405967,-47.82077041314459
3542701,Restinga,VIII - Franca,3508,Ribeirão Preto,-20.648166726184254,-47.505930196338966
3542800,Ribeira,XVI - Sorocaba,3502,Sorocaba,-24.607346347757186,-49.036606870053106
3542909,Ribeirão Bonito,III - Araraquara,3509,Araraquara,-22.06012411481283,-48.18530687755984
3543006,Ribeirão Branco,XVI - Sorocaba,3502,Sorocaba,-24.2561471179464,-48.77811606273256
3543105,Ribeirão Corrente,VIII - Franca,3508,Ribeirão Preto,-20.448982238507,-47.573282973271084
3543204,Ribeirão Do Sul,IX - Marília,3504,Marília,-22.751595530867217,-49.92260570756231
3543238,Ribeirão Dos Índios,XI - Presidente Prudente,3505,Presidente Prudente,-21.784234079818958,-51.58334416809549
3543253,Ribeirão Grande,XVI - Sorocaba,3502,Sorocaba,-24.188662948580927,-48.35875980672767
3543303,Ribeirão Pires,I - Grande São Paulo,3501,São Paulo,-23.70111493934337,-46.40286011453581
3543402,Ribeirão Preto,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.210817999132612,-47.821284911161975
3543501,Riversul,XVI - Sorocaba,3502,Sorocaba,-23.846867378815677,-49.44782117970663
3543600,Rifaina,VIII - Franca,3508,Ribeirão Preto,-20.060775902865814,-47.4409205987196
3543709,Rincão,III - Araraquara,3509,Araraquara,-21.59386416331373,-48.03216912709654
3543808,Rinópolis,IX - Marília,3504,Marília,-21.681160942202446,-50.71748361687787
3543907,Rio Claro,X - Piracicaba,3510,Campinas,-22.373861386423766,-47.57993025799702
3544004,Rio Das Pedras,X - Piracicaba,3510,Campinas,-22.850351350441905,-47.5984540472865
3544103,Rio Grande Da Serra,I - Grande São Paulo,3501,São Paulo,-23.737834821603865,-46.37945562437553
3544202,Riolândia,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.023510617532853,-49.70910935781957
3544251,Rosana,XI - Presidente Prudente,3505,Presidente Prudente,-22.48915903145892,-52.83691590307127
3544301,Roseira,XVII - Taubaté,3511,São José dos Campos,-22.933063328371265,-45.3024460562781
3544400,Rubiácea,II - Araçatuba,3506,Araçatuba,-21.360914973899774,-50.7858864929179
3544509,Rubinéia,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.2498938112016,-51.01836832129339
3544608,Sabino,VI - Bauru,3503,Bauru,-21.470912271222534,-49.575559840655096
3544707,Sagres,IX - Marília,3505,Presidente Prudente,-21.867780250517594,-50.99032964593164
3544806,Sales,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.347279482560733,-49.502768092876344
3544905,Sales Oliveira,VIII - Franca,3508,Ribeirão Preto,-20.831454553655597,-47.854553000546325
3545001,Salesópolis,I - Grande São Paulo,3501,São Paulo,-23.58021851991111,-45.842607566900845
3545100,Salmourão,IX - Marília,3505,Presidente Prudente,-21.588095610602863,-50.87626453339086
3545159,Saltinho,X - Piracicaba,3510,Campinas,-22.871227885470393,-47.73178231526208
3545209,Salto,XVI - Sorocaba,3502,Sorocaba,-23.180441483668503,-47.30268927334826
3545308,Salto De Pirapora,XVI - Sorocaba,3502,Sorocaba,-23.652789903543965,-47.58065976632772
3545407,Salto Grande,IX - Marília,3504,Marília,-22.87085032995181,-49.960841645313344
3545506,Sandovalina,XI - Presidente Prudente,3505,Presidente Prudente,-22.477859641757995,-51.84217821823807
3545605,Santa Adélia,XV - São José do Rio Preto,3507,São José do Rio Preto,-21.317816441713358,-48.8190233871678
3545704,Santa Albertina,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.0141315331291,-50.72765721905332
3545803,Santa Bárbara D'oeste,VII - Campinas,3510,Campinas,-22.80061874688306,-47.428028563453765
3546009,Santa Branca,XVII - Taubaté,3511,São José dos Campos,-23.426407265472825,-45.863280090024055
3546108,Santa Clara D'oeste,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.06688894989941,-50.90839438725797
3546207,Santa Cruz Da Conceição,X - Piracicaba,3510,Campinas,-22.121383680343552,-47.48561030603799
3546256,Santa Cruz Da Esperança,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.274859208383216,-47.43963617148285
3546306,Santa Cruz Das Palmeiras,XIV - São João da Boa Vista,3510,Campinas,-21.85556838633206,-47.25014700914511
3546405,Santa Cruz Do Rio Pardo,IX - Marília,3504,Marília,-22.80932060014899,-49.5690091259146
3546504,Santa Ernestina,III - Araraquara,3508,Ribeirão Preto,-21.452544537037227,-48.366762500450086
3546603,Santa Fé Do Sul,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.24194929717287,-50.95018220811776
3546702,Santa Gertrudes,X - Piracicaba,3510,Campinas,-22.475128329026234,-47.52128581991365
3546801,Santa Isabel,I - Grande São Paulo,3501,São Paulo,-23.28893101562935,-46.24230674437717
3546900,Santa Lúcia,III - Araraquara,3509,Araraquara,-21.670702173831955,-48.05744726648265
3547007,Santa Maria Da Serra,X - Piracicaba,3510,Campinas,-22.56443948967172,-48.15425368421305
3547106,Santa Mercedes,XI - Presidente Prudente,3505,Presidente Prudente,-21.316759360287453,-51.73714544008517
3547205,Santana Da Ponte Pensa,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.260794584181806,-50.797113134209006
3547304,Santana De Parnaíba,I - Grande São Paulo,3501,São Paulo,-23.449407495128607,-46.91678910725917
3547403,Santa Rita D'oeste,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.097201204578326,-50.81268868388662
3547502,Santa Rita Do Passa Quatro,XIII - Ribeirão Preto,3509,Araraquara,-21.682485961813292,-47.50801568505499
3547601,Santa Rosa De Viterbo,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.503800872500662,-47.36626149594023
3547650,Santa Salete,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.25868593563477,-50.72005569015042
3547700,Santo Anastácio,XI - Presidente Prudente,3505,Presidente Prudente,-22.037595880910967,-51.72247114432004
3547809,Santo André,I - Grande São Paulo,3501,São Paulo,-23.727931564151227,-46.4415517835218
3547908,Santo Antônio Da Alegria,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.092398327517927,-47.19580908620733
3548005,Santo Antônio De Posse,VII - Campinas,3510,Campinas,-22.60328128854968,-46.94990150978168
3548054,Santo Antônio Do Aracanguá,II - Araçatuba,3506,Araçatuba,-20.872965804315676,-50.554330593193576
3548104,Santo Antônio Do Jardim,XIV - São João da Boa Vista,3510,Campinas,-22.130401036569303,-46.683292421618866
3548203,Santo Antônio Do Pinhal,XVII - Taubaté,3511,São José dos Campos,-22.83181560117007,-45.697991089753735
3548302,Santo Expedito,XI - Presidente Prudente,3505,Presidente Prudente,-21.82480184065004,-51.37017683439403
3548401,Santópolis Do Aguapeí,II - Araçatuba,3506,Araçatuba,-21.660180620399142,-50.51797720803231
3548500,Santos,IV - Baixada Santista,3501,São Paulo,-23.86906020658384,-46.291595684489046
3548609,São Bento Do Sapucaí,XVII - Taubaté,3511,São José dos Campos,-22.681483280458778,-45.68680871719307
3548708,São Bernardo Do Campo,I - Grande São Paulo,3501,São Paulo,-23.812961406255884,-46.550856475540336
3548807,São Caetano Do Sul,I - Grande São Paulo,3501,São Paulo,-23.62622767069544,-46.566121385654355
3548906,São Carlos,III - Araraquara,3509,Araraquara,-21.918987095201718,-47.86720541131034
3549003,São Francisco,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.36580383150158,-50.67583998777169
3549102,São João Da Boa Vista,XIV - São João da Boa Vista,3510,Campinas,-21.97798893727716,-46.802125613399426
3549201,São João Das Duas Pontes,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.408317994865197,-50.383408736848786
3549250,São João De Iracema,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.520740223749304,-50.356281671215804
3549300,São João Do Pau D'alho,XI - Presidente Prudente,3505,Presidente Prudente,-21.223451908311983,-51.673086829215244
3549409,São Joaquim Da Barra,VIII - Franca,3508,Ribeirão Preto,-20.55060339989157,-47.93859884079487
3549508,São José Da Bela Vista,VIII - Franca,3508,Ribeirão Preto,-20.587558890558885,-47.627184596003836
3549607,São José Do Barreiro,XVII - Taubaté,3511,São José dos Campos,-22.74880243582163,-44.587207366064874
3549706,São José Do Rio Pardo,XIV - São João da Boa Vista,3510,Campinas,-21.603698331900265,-46.87948283091742
3549805,São José Do Rio Preto,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.79734585897009,-49.358058864590426
3549904,São José Dos Campos,XVII - Taubaté,3511,São José dos Campos,-23.09057963678824,-45.92856073067572
3549953,São Lourenço Da Serra,I - Grande São Paulo,3501,São Paulo,-23.852416521826967,-46.93633998465718
3550001,São Luiz Do Paraitinga,XVII - Taubaté,3511,São José dos Campos,-23.240126745880442,-45.253803533628876
3550100,São Manuel,VI - Bauru,3503,Bauru,-22.68225395285943,-48.54046837484101
3550209,São Miguel Arcanjo,XVI - Sorocaba,3502,Sorocaba,-23.913931740496285,-47.99342005035999
3550308,São Paulo,I - Grande São Paulo,3501,São Paulo,-23.65004381777975,-46.64815177560724
3550407,São Pedro,X - Piracicaba,3510,Campinas,-22.55810548011818,-47.92467953188054
3550506,São Pedro Do Turvo,IX - Marília,3504,Marília,-22.678979676185914,-49.77226607837579
3550605,São Roque,XVI - Sorocaba,3502,Sorocaba,-23.54898500560031,-47.10955393667047
3550704,São Sebastião,XVII - Taubaté,3511,São José dos Campos,-23.754374791651596,-45.60675445357505
3550803,São Sebastião Da Grama,XIV - São João da Boa Vista,3510,Campinas,-21.7539762215872,-46.753101670738495
3550902,São Simão,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.46142487509481,-47.56835349188384
3551009,São Vicente,IV - Baixada Santista,3501,São Paulo,-23.95915783953247,-46.487982020791605
3551108,Sarapuí,XVI - Sorocaba,3502,Sorocaba,-23.664358222275656,-47.785765281640955
3551207,Sarutaiá,VI - Bauru,3504,Marília,-23.25763082663943,-49.481642302845614
3551306,Sebastianópolis Do Sul,XV - São José do Rio Preto,3507,São José do Rio Preto,-20.62924422526828,-49.915842162137935
3551405,Serra Azul,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.316051687818973,-47.54972519285611
3551504,Serrana,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.216849663077003,-47.612425235575856
3551603,Serra Negra,VII - Campinas,3510,Campinas,-22.589076219323516,-46.68730663851318
3551702,Sertãozinho,XIII - Ribeirão Preto,3508,Ribeirão Preto,-21.12289717454145,-48.00902996164145
